Country	City	Ten	Two
USA	Lynn	10	5
USA	Macon	22	11
USA	Madawaska (Census Name For Madawaska Center)	13	6
USA	Madera	23	11
USA	Madison	19	9
USA	Manchester-Nashua	11	6
USA	Manistee	11	6
USA	Marcus Hook	19	9
USA	Maricopa	29	14
USA	Marshall	9	4
USA	Marysville	13	6
USA	Mcalester	16	8
USA	Mcallen-Edinburg-Mission	18	10
USA	Mccook	20	10
USA	Medford	17	9
USA	Memphis	18	9
USA	Mena	17	9
USA	Merced	20	11
USA	Mesa	14	7
USA	Miami	16	8
USA	Miami-Fort Lauderdale-Pompano Beach	11	6
USA	Michigan City-La Porte	18	10
USA	Middlesborough	17	9
USA	Milton	10	5
USA	Milwaukee-Waukesha-West Allis	18	10
USA	Minneapolis	15	7
USA	Minneapolis-St. Paul-Bloomington	14	8
USA	Mira Loma	29	14
USA	Missoula	15	7
USA	Mobile	17	9
USA	Modesto	21	10
USA	Mojave	15	7
USA	Montgomery	17	9
USA	Moore	16	8
USA	Morgantown	16	9
USA	Mount Vernon-Anacortes	11	6
USA	Mountain View	6	3
USA	Mountlake Terrace	8	4
USA	Muncie	19	10
USA	Muscatine	16	8
USA	Napa	18	8
USA	Nashville	19	9
USA	Nashville-Davidson-Murfreesboro-Franklin	18	10
USA	New Albany	15	7
USA	New Castle	18	10
USA	New Haven	17	8
USA	New Haven-Milford	16	9
USA	New Orleans-Metairie-Kenner	14	8
USA	New York	14	7
USA	New York-Northern New Jersey-Long Island	16	9
USA	Newark	18	8
USA	Niles-Benton Harbor	16	8
USA	Nipomo	12	6
USA	Nogales	21	10
USA	Norristown	19	9
USA	North Charleston	16	8
USA	North Las Vegas	21	10
USA	North Laurel	20	10
USA	North Little Rock	21	10
USA	Norwich-New London	15	8
USA	Oakland	16	8
USA	Ogden	19	9
USA	Ogden Dunes (Wickliffe)	16	8
USA	Ogden-Clearfield	14	8
USA	Ojai	19	9
USA	Oklahoma City	17	9
USA	Omaha	15	7
USA	Omaha-Council Bluffs	15	8
USA	Ontario	31	15
USA	Orlando-Kissimmee	12	6
USA	Owensboro	20	11
USA	Oxnard-Thousand Oaks-Ventura	16	9
USA	Paducah	19	10
USA	Pahala	12	6
USA	Paia	9	4
USA	Pala	16	8
USA	Palmer	6	3
USA	Parkersburg-Marietta-Vienna	18	10
USA	Pascagoula	18	10
USA	Pearl City	5	3
USA	Peterborough (Peterboro)	8	4
USA	Philadelphia	20	9
USA	Philadelphia-Camden-Wilmington	19	10
USA	Phoenix	18	9
USA	Phoenix-Mesa-Scottsdale	16	9
USA	Pierre	9	4
USA	Pikeville	16	9
USA	Pinehurst (Pine Creek)	19	9
USA	Piru	17	8
USA	Pittsburgh	20	9
USA	Pittsfield	14	7
USA	Pocatello	13	7
USA	Ponca City	15	7
USA	Portland	16	8
USA	Portland-Vancouver-Beaverton	12	7
USA	Portola	29	16
USA	Portsmouth	12	6
USA	Poughkeepsie-Newburgh-Middletown	13	7
USA	Presque Isle	8	4
USA	Prineville	18	10
USA	Providence	16	8
USA	Providence-New Bedford-Fall River	11	6
USA	Provo	17	8
USA	Provo-Orem	13	7
USA	Pueblo	11	6
USA	Quincy	18	9
USA	Raleigh	19	9
USA	Raleigh-Cary	17	9
USA	Rangely	16	8
USA	Rapid City	13	6
USA	Reading	18	10
USA	Red Lake	10	5
USA	Redding	8	5
USA	Redwood City	17	8
USA	Reno	13	6
USA	Reno-Sparks	15	8
USA	Richmond	18	8
USA	Richmond-Berea	16	8
USA	Riverside-San Bernardino-Ontario	20	11
USA	Roanoke	15	8
USA	Rochester	13	6
USA	Roosevelt	12	6
USA	Rubidoux	26	13
USA	Rumford (Census Name For Rumford Compact)	14	7
USA	Rutland	14	6
USA	Sacramento--Arden-Arcade--Roseville	14	8
USA	Saint Petersburg	14	7
USA	Salinas	12	6
USA	Salisbury	17	9
USA	Salt Lake City	18	9
USA	San Andreas	17	8
USA	San Antonio	16	9
USA	San Diego	19	9
USA	San Diego-Carlsbad-San Marcos	15	8
USA	San Francisco	16	8
USA	San Francisco-Oakland-Fremont	16	9
USA	San Jose	18	9
USA	San Jose-Sunnyvale-Santa Clara	12	7
USA	San Luis Obispo	13	6
USA	San Luis Obispo-Paso Robles	16	9
USA	San Pablo	17	8
USA	San Rafael	13	6
USA	Sandersville	18	10
USA	Sanford	20	9
USA	Santa Barbara	19	9
USA	Santa Barbara-Santa Maria-Goleta	15	8
USA	Santa Cruz-Watsonville	10	5
USA	Santa Maria	15	7
USA	Santa Rosa-Petaluma	14	8
USA	Sault Ste. Marie	18	8
USA	Scranton	17	8
USA	Seaford	16	8
USA	Seattle	12	6
USA	Seattle-Tacoma-Bellevue	12	6
USA	Sebastopol	10	5
USA	Seiling	12	6
USA	Sheridan	10	5
USA	Sierra Vista-Douglas	13	7
USA	Simi Valley	18	9
USA	Sinclair	5	2
USA	Sioux City	16	8
USA	Sioux Falls	14	8
USA	Smithfield	15	7
USA	Somerset	17	9
USA	South Bend	19	9
USA	South Bend-Mishawaka	19	10
USA	South Valley	16	8
USA	Sparks	15	7
USA	Spartanburg	18	8
USA	Spokane	13	7
USA	Springfield	15	7
USA	Spruce Pine	14	8
USA	St. Cloud	12	6
USA	St. Joseph	16	8
USA	St. Louis	18	9
USA	St. Michael	13	6
USA	St. Paul	14	7
USA	State College	18	9
USA	Steubenville	25	12
USA	Stockton	26	13
USA	Stuttgart	17	9
USA	Sunrise Manor	19	9
USA	Syracuse	12	7
USA	Tacoma	15	7
USA	Talladega-Sylacauga	17	9
USA	Tallahassee	17	9
USA	Tampa	20	10
USA	Tampa-St. Petersburg-Clearwater	12	7
USA	Tempe	15	7
USA	Terre Haute	18	9
USA	Texarkana	18	10
USA	Thomasville-Lexington	18	10
USA	Thousand Oaks	20	10
USA	Toledo	19	10
USA	Toms River	14	7
USA	Tooele	13	6
USA	Topeka	16	8
USA	Torrington	8	4
USA	Trenton	15	7
USA	Trenton-Ewing	15	8
USA	Tucson	11	6
USA	Tulsa	19	9
USA	Tuscaloosa	17	9
USA	Ukiah	13	6
USA	Underhill (Town Of)	7	3
USA	Valdosta	17	9
USA	Vallejo	17	8
USA	Vallejo-Fairfield	18	10
USA	Valrico	15	7
USA	Victorville	16	8
USA	Vineland	16	8
USA	Vinton	16	8
USA	Virginia	8	4
USA	Virginia Beach	14	7
USA	Virginia Beach-Norfolk-Newport News	15	8
USA	Visalia-Porterville	33	18
USA	Ware (Census Name For Ware Center)	10	5
USA	Warner Robins	17	9
USA	Washington	15	7
USA	Washington-Arlington-Alexandria	16	9
USA	Wasilla	8	4
USA	Waterbury	18	9
USA	Waterloo-Cedar Falls	17	9
USA	Watertown	11	5
USA	Weirton-Steubenville	20	11
USA	Wenden	5	2
USA	Wheeling	19	10
USA	Wichita	17	9
USA	Wilkinsburg	22	11
USA	Williston	5	2
USA	Willits	13	6
USA	Wilmington	19	9
USA	Winchester	17	9
USA	Winona	17	8
USA	Winston-Salem	17	8
USA	Winter Park	13	6
USA	Worcester	12	6
USA	Yakima	18	9
USA	York	19	9
USA	Youngstown-Warren-Boardman	20	11
USA	Yreka	17	9
USA	Yuba City	17	8
USA	Yuma	17	8
